,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11231,11231,872,44,Simple perfection,"This is the perfect simple tank for summer. not clingy, and hangs really nicely, but not so billowy that you can't layer a nice wrap or cardigan over it. fabric feels like a great quality. i got it in white, and it's a bit sheer, but i typically layer my tanks anyway. tempted to get this in every color!",5,1,1,General,Tops,Knits
8443,8443,823,47,Quirky,Nice top; the material is soft and drapey. i like to wear it layered under a shorter shirt or jacket.,5,1,0,General,Tops,Blouses
10884,10884,1081,42,Soft,Love bailey 44. this dress does not disappoint. the blue is beautiful and the fit is very flattering. the material is really soft and the dress is very comfortable.,5,1,0,General Petite,Dresses,Dresses
19401,19401,995,36,Cute- runs a little snug on me,"Adorable skirt. the eyelet part on the bottom is cut-out so see through but cute and subtle. found it fit a little snug on me- could just be my build, but i ordered it in normal size and 1 size up. the size up fit best.",5,1,8,General,Bottoms,Skirts
16429,16429,1086,49,,"Absolutely adore this dress. soft and comfortable fabric, ankle length but could be knotted in the front to be shorten. i am usually a s but had to buy an xs. the neckline may be a bit too low, if you are flat-chested. if you happen to see this gem in stores... it is a must buy! it will sell out completely in two days. some customer went back to exchange the next day that it had arrived in-stores but it was sold out, so we had to order it. perfect for all seasons and layering.",5,1,7,General,Dresses,Dresses
14320,14320,1083,48,Gorgeous dress!!!,"I just got this in the mail, absolutely gorgeous. the hook and eye closure is very secure, i have no problem walking or sitting in this dress. i ordered a aize 8 going by the previous reviews that this dress ran small, i could have ordered my normal 6, but the 8 fits pretty good,just a tad big. the dress is more chocolate brown than black and the detail is really stunning!! you can't find unique dresses like this anymore, truly beautiful!!",5,1,1,General,Dresses,Dresses
22381,22381,828,41,,"This is a great, casual top that can work in all seasons. i love it with skinny pants/jeans.",4,1,0,General,Tops,Blouses
6118,6118,1081,39,Fuzzy and needs to be dry cleaned,"I like design of the dress, softness and color ( i got grey), the dress is shorter on me then on model ( 5'6"" 145 lbs) i got m fits ok but i don't like fabric quality it seems like it can be peeled and picks up everything and needs to be sprayed all the time. despite i got it with 40% discount it will come back as it's poor quality.",3,0,0,General Petite,Dresses,Dresses
22085,22085,850,81,,"Very feminine and romantic blouse, i love it. it runs small as other reviewer said. i had to go 3 size up, as i want to wear a cami under it. the fabric is soft and sheer. the design emphasizes the nature curve of a woman's body, in a good way. back is longer than the front part. if you like romantic, floral prints and soft fabric, this one is a winner,",5,1,1,General,Tops,Blouses
23452,23452,999,38,Full skirt,"I ordered this skirt hoping i could wear it to work as it looked tailored on the model. this skirt is made from a heavy material but flares out. it is a whole lot of skirt! i'm 5'2"" and short waisted it looked like i was getting swallowed up.  i love the colors and design but it just overwhelmed me. it would work on someone taller.",3,1,1,General,Bottoms,Skirts
9478,9478,854,32,Too thin,"I would have to wear a camisole underneath this, which is odd considering it's still two layered in the front. i wanted an easy white shirt to wear, not something i'd have to layer.",3,0,0,General,Tops,Knits
18505,18505,936,40,Love this sweater,Such a festive sweater and i've received many compliments anytime i wear it. unique and fun to wear!,5,1,0,General,Tops,Sweaters
4029,4029,1030,37,I ordered up 2 sizes,"I usually wear a 27 in ag and other designer jeans. i ordered a 29 based on the other reviewers. they fit like the model and look great. i might have been able to go with 28 if these end up stretching out, so i'm hoping they don't. they are nice and thick for white jeans, yet soft and comfy.",5,1,0,General,Bottoms,Jeans
16363,16363,1059,42,"Super cute, form fitting, good neutral","I saw these paired with the denim swing tank in the store and was inspired by the nautical look! the fit was a little snug. i am between a 4-6 in pants and definitely had to go with the 6, and even that was a little tight. for reference i am 5'6 and 125 lbs, curvy on bottom. the sales lady said they will stretch and there is some give to them, but i don't anticipate a lot of stretch. they are slim fitting all the way down and are flattering to the rear. i think they look better in person than on",4,1,10,General,Bottoms,Pants
7045,7045,641,52,Pretty cover up,Ordered this cover up in a mp but it was waaay too big so now waiting for the sp to arrive! hope its a hit!,4,1,8,General Petite,Intimate,Lounge
22664,22664,1110,68,,"As other reviews noted, this runs large--huge is more like it. it's great quality, but i'm wondering now if the s/m would take me through the third trimester of pregnancy (which is why i ordered a m/l). i'm 5'7"", and if i were any less, i don't think this would work for me at all.",4,1,1,General Petite,Dresses,Dresses
2731,2731,1094,30,Gorgeous top to bottom,This dress fits perfectly and is travels wonderfully through the seasons! the color and cut is really flattering and flows nicely!,5,1,3,General Petite,Dresses,Dresses
22096,22096,1011,32,Looks good online,"Loved this online, but the xs was too big and the material was too bulky.",2,0,0,General,Bottoms,Skirts
14354,14354,829,34,Cute blouse,"This is one of my favorite recent retailer purchases. i wore it to work and a presentation. many people commented on how much they loved my top, and then turned back around to take a second glance to realize it wasn't paisley but leopards and tiger prints. it's really fun and fits well. great for work or dressed down with jeans.",5,1,1,General Petite,Tops,Blouses
5558,5558,1083,52,,This is the perfect holiday dress. my best purchase of the season!,5,1,3,General Petite,Dresses,Dresses
12240,12240,964,46,Collared cadet coat,"The collar from a distance looks like it has seen better days (very scruffy), but it is so silky soft. and the slight sheen to the jacket is a nice twist to an ordinary army type. the fabric is definitely thinner than i expected, but it&#39;s also softer and better for layering.",4,1,0,General,Jackets,Jackets
6876,6876,122,26,"Casual, pretty and simple",I was looking for a new pair of pajama pants/around-the-house pants/occasional-quick-errand pants to replace a pair that i bought from retailer six years ago and i fell in love with the look of these.they are truly comfy and are flattering on. the lace adds a nice feminine touch that makes me feel pretty even on my laziest days. i'm hoping these will last me another six years.,5,1,0,Initmates,Intimate,Sleep
7486,7486,116,55,,,5,1,0,Initmates,Intimate,Sleep
19317,19317,1081,27,Great dress!,The photos do not do this dress justice. i loved it as soon as i tried it on! it is good quality and the fabric is not too thin. definitely recommend!,5,1,1,General Petite,Dresses,Dresses
1592,1592,878,51,,"I love sundry clothing. this lightweight fleece is the perfect weight. it keeps you warm enough when it's cold, but not hot when it is milder. it's super soft with nice embroidery. size 1 is a great fit for my 5'1"" frame. wear it to hang at home or to go out.",5,1,1,General,Tops,Knits
5943,5943,850,59,,I bought this top in pink today and it is a beautiful bright pink spring color. i did have to size down from my normal size six all the way down to a 2 due to armholes being being too big. i tend to have a chronic problems with armholes being big so not sure others may find the same problem however i typically size down to a 4 when armholes too big. plenty of room in body still but i lost some length. i do have a short torso so can get a way with this. aside from my armhole problem it is a gorge,5,1,10,General Petite,Tops,Blouses
12852,12852,300,40,Very stylish tunic-top!,"I love this top! from the details on the cuffs to the draping at the neck to the light-weight, yet very high-quality material, this top is my new winter-spring transition piece. i'm 5'3"", small chest, and a slight curve in the hips. the arms of this top fit me fine, but because the fabric doesn't stretch, you may find the sleeves too fitted. the length is perfect for hiding the butt without looking like pajamas (about mid-thigh). i've paired it with cuffed jeans and sneakers (like the model is w",5,1,2,Initmates,Intimate,Lounge
1521,1521,947,45,Love this!!,"Love everything about it!! chunky, comfortable, lazy day or dress up with a cool necklace!",5,1,12,General,Tops,Sweaters
22968,22968,895,42,Very pretty,Very pretty sweater! i love the bell sleeves with the design on the sides. the sweater runs a bit short though and wish it hung a little longer. looks great with flare jeans and boots!,4,1,1,General,Tops,Fine gauge
6412,6412,1000,24,Awesome skirt,"Fits just like on the model, even though im 5'4''. really happy with this casual summer find.",5,1,2,General,Bottoms,Skirts
7774,7774,986,61,Love it but...,I snagged this the first day i wore it with my wedding ring. it is very delicate and i can't wear it when i'm with my kids because they pull on it so much! it will just me by night out wrap i guess!!!,3,1,1,General,Jackets,Jackets
20765,20765,1100,27,Beautiful but runs big!,"This dress is lovely- exactly as pictured on the site. love the colors/pattern and received so many compliments when i wore it to a brunch party. could easily be dressed up for an outdoor wedding. it definitely runs big- i am usually an 8/10 and originally ordered in a large. was way too big, so had to exchange for a m and there was still some room. make sure you size down!",5,1,4,General Petite,Dresses,Dresses
4572,4572,820,32,My new favorite shirt,"I got the navy blue pattern and i absolutely love it. it's soft and cozy and just dressy enough to pull an outfit together.  i initially sized up to a 10 based on other reviews but exchanged it for an 8, my normal size. it's flowy so the bigger size was way too much fabric. in the 8 it's just right for the style.",5,1,0,General,Tops,Blouses
13484,13484,1094,28,Alicia,"I ordered the black and white version online, and the dress fit perfectly. it was very well-made with a nicely textured, heavier cloth, and the overall appearance is very classy. it is a versatile dress, and i would highly recommend it!",5,1,5,General,Dresses,Dresses
15309,15309,916,43,Awesome poncho,"Just to back up what everyone else is saying, this poncho is perfect. it is indeed super soft! casual and fun. i personally thought the coloring at the bottom was even prettier than pictured. this poncho is not tight around the neck, yet not lose. it goes right over your head without messing up your hair. i love the sleeves. they can be worn above the elbow or easily pulled just down below it. a great alternative to a sweater. i ordered the petite xs/s and i'm 5'3. hits right at bum.",5,1,0,General,Tops,Fine gauge
10016,10016,1110,41,How can i add length so i can keep?!!,"Love this dress! it's a little roomy on me & i maybe should have gone with the medium. i'm 5'11"" and about 165 so usually wear a large. my problem is with the length. i knew it was a gamble, but the other color images on the 5'10"" model gave me the hope that the dress would come close to being near my knees ... nope. it's a good 6"" above them, and i couldn't wear this to work. so being the crafty sort, i'm pondering adding a few more lace layers to the hem.",4,1,3,General,Dresses,Dresses
20707,20707,369,36,Not comfortable because of itchy tags,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,1,0,1,Initmates,Intimate,Intimates
20426,20426,1095,29,"Armholes too big, gap","This dress is lovely fabric, generaly nicely tailored, but weirdly large around armholes, which gap. i'm sending it back. also this 'red' is more like a fuschia.
 dress was generally a a bit too big on top, oddly both too long in the torso, and the shoulders cut too far in--they didn't cover bra straps--as well as unattractively large armholes. you can even see it on the model. i i'm a size 10 to 12, fairly busty but not extremely, and with a slightly short torso, which is party the problem (th",3,0,0,General,Dresses,Dresses
19286,19286,868,54,Great swing top,"Love this top. yes it is a swing top so you have to be prepared for the extra fabric. fits true to size thru the shoulders and chest. body of the top then flares for the ""swing"" effect. great top. plan on ordering it in the other colors.",5,1,3,General,Tops,Knits
11626,11626,835,43,Lovely lace,I thought this blouse ran a bit large-swinging wide at the hips. it does bunch in the bust area if you are larger. a correct undergarment fixed this problem. i am a 36ddd and thought the size 4 was perfect.,5,1,0,General,Tops,Blouses
5787,5787,898,39,Too bad too big,"The smallest size, xs, was big on me, i was overwhelmed by the sweater. it is a bit of swing shape, doesn't hug the body. sleeves are interesting though, but not flattering on a petite frame. color is a pretty green, made me think of wintergreens. fabric may be itchy to some. just ok for me.

for reference xs bog on 115 lbs, 30dd, 26.5 in waist.",3,1,4,General,Tops,Fine gauge
4527,4527,820,42,Light and flowing,"I am normally a 4, but they only had the white in size 2, so i tried it. i was pleased to see that it worked out just fine because it is meant to flow, therefore has plenty of fabric. it is very graceful and very pleasant to wear. i don't know how to explain it, but i had to take a second look when i saw it on the photograph because i was not sure it was the same blouse. much better in reality than on the picture.",5,1,1,General,Tops,Blouses
17228,17228,850,70,Love love love,"Love, love, love this top. it is everything i hoped it would be. i liked that it could be worn up or off the shoulder. what made me fall in love were the colors. quality is excellent as usual. it is quite full in bodice, however it's only an xs. i do best with xxs tops.",4,1,0,General,Tops,Blouses
18468,18468,822,48,Very pretty,"Love the shirt. exteemely comfortable, simple and nice.",5,1,1,General,Tops,Blouses
11260,11260,864,34,Love it!,Love everything about this top.  the ruffles give the top a great edgy style.  will look great with some skinny jeans and boots.,5,1,0,General Petite,Tops,Knits
11034,11034,877,28,Love it!,"This is a really unique jacket. the suede-like darker fabric is so soft and brings great character to the jacket. i love the neutral color and the fit is true to size. the only minor complaint i have is that the band at the bottom of the jacket flares out a little, making it wider and a little odd looking. but i have learned to ignore this because all of the other features are so awesome! would recommend.",5,1,1,General,Tops,Knits
11107,11107,90,36,Love them,"They are a perfect thickness. fits comfortably like leggings but look like a nice pair of office/ outside pant. got them in the grey, am thrilled w the texture. i typically wear a large in pants and they are tts. not see through either. would definitely recommend them.",5,1,1,Initmates,Intimate,Legwear
11773,11773,986,38,Easy flowy addition,"The only thing i didn't like about this is i wish it was a little bit shorter, but otherwise great! throw it on with pants and add a bit of color and spring/summer'ness to your outfit!",4,1,3,General,Jackets,Jackets
1544,1544,947,67,Delaney pullover,"I saw this sweater online and had to try it. i went to my local retailer to try it on and i'm glad i did. i am usually a xs - s in tops and i thought this fit best in a medium. it's very chunky which is what i was looking for and so soft - not scratchy at all. it has wide bell sleeves, but that's very on trend right now. i am 5'4, 34b and it falls about an inch below the top of my jeans. it's not form fitting but so snugly. i plan on wearing it with dark denim skinnies, booties, and simple jewlery",4,1,0,General,Tops,Sweaters
2069,2069,1126,51,Surprisingly amazing,"I tried this on at the store in the regular size it came in and thought maybe it has some potential is i ordered it for me in a petite since that's what i am. i ignored the package when i first got it thinking it wouldn't really look right but omg, it's 100% amazing and flattering. wear it with skinny jeans, leggings, jeggings, whatever and it's just super awesome on dressed up or down. i'd buy this over and over again without a doubt.",5,1,3,General,Jackets,Outerwear
4791,4791,829,41,,What a sweet shirt!! the ski pattern is adorable and they have a cute cat pattern that i've only seen so far in the store. the fit is small. i sized up from my normal 8 to a 10 but could have even gone to a 12 as there wasn't much difference between the 10 and the 12 except in length.,5,1,31,General,Tops,Blouses
158,158,829,53,,I saw this top online and read the reviews so i passed when i went into the store. when i went in again i thought i would give it a try. so glad i did ! it fits great and is way way prettier in person ! i ended up buying it and so glad i did !,4,1,7,General Petite,Tops,Blouses
13782,13782,1078,45,Definitely size down,"Love everything about this dress except - it runs huge.  i am busty and usually wear a 12 in dresses, but the large was completely shapeless on me.  will try medium and hope it is better bc otherwise i love the dress!!",4,1,0,General,Dresses,Dresses
18292,18292,1081,45,Sized down - fits perfectly,"I most often fit into a size medium. based on prior reviews, i ordered this dress in a small and it fits perfectly. it drapes nicely. the fabric is soft and flows well. the under layer has a nice little stretch to it. the dress looks good with and without the belt. my favorite and most-slimming look is to just tie cinch and tie it in the back, such that it does not wrap around the front at all. the dress is so comfortable and the neckline is very flattering. no bra needed for my small bust.",5,1,0,General,Dresses,Dresses
19088,19088,1121,60,Too small!,"Not as cute as photos, and too small in chest. i am 5'5'', 125 lbs, and the small was too tight in the chest, and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable, and will need to be able to button it on rainy days.",2,0,1,General,Jackets,Outerwear
20181,20181,883,32,,,4,1,0,General Petite,Tops,Knits
11719,11719,850,61,Unique back,"I was attracted to the colors when i first saw it...then i saw the back of it! the largest sz in the store was an 8.i had to order it, and got a sz 10. i then returned it for a 12 in order for it to drape properly in front. shorter than i usually wear, but worn with a higher waist bottom it fits nicely. and that back! not only is is striking, i am able to wear my regular bra under it, and the straps don't hang out.",5,1,0,General Petite,Tops,Blouses
12228,12228,301,44,Love this but wish a few things were different...,"Overall, this swimsuit is what i needed and have been looking for. i normally wear bikinis but i needed a one piece, and i wanted something unique and different. i ordered the chevron print, and i do love the colors and ""retro"" look of the swimsuit. if i could change a couple of things, i would have the legs and booty slightly more high cut -- but not much. and i might have wanted the option to take off some, if not all, of the straps. other than that, i do love it...and i doubt that anyone else",5,1,2,Initmates,Intimate,Swim
23340,23340,1082,37,Love,"Nice light weight fabric, drapes well.  awesome detailing.  have worn twice already with lots of compliments.",5,1,0,General,Dresses,Dresses
14157,14157,862,46,One of the prettiest retailer sweaters,"I ordered the mauve in size xl and it fits true to size. it matched the photos online. all of the details are prettier in person. it's delicate. but, it's washed/dried well. very pretty shade of mauve.",5,1,0,General Petite,Tops,Knits
12415,12415,863,54,Super soft,"I was undecided whether to get regular or petite. i am 5'4"" but i didn't want it to be sloppy long. ordered the petite xs as other reviewers suggested ordering down and its perfect. length falls on me same as the model above. not heavy and very soft. casual but not sloppy. sleeves are a tad long which i prefer.",5,1,0,General,Tops,Knits
1719,1719,899,53,Classic and trendy,"Classic and stylish. trendy with the blocking...rich colors, soft and comfy. i typically wear s and s was perfect. i love this sweater.",5,1,0,General Petite,Tops,Fine gauge
7568,7568,825,26,,"Great tunic top! is longer than i thought it would be so i probably could have sized down, definitely covered my butt! but overall a great print and cute top. loving it!",5,1,0,General,Tops,Blouses
5821,5821,1033,53,Love love love these,"These fit beautifully and are very flattering. they are true to size but may be a little long. i am 5'5"" and wear these with 2 in. heels. i have already had numerous compliments on them.",5,1,0,General Petite,Bottoms,Jeans
3307,3307,872,58,Perfect top,"This top has the thickness and comfort of a sweatshirt, with artistic flair and a figure flattering, unique cut. it works very well on me as i'm a petite large. i only wish it was a little roomier, or that i was 10 lbs lighter, but it's stretchy and i really love wearing it. the color is a rich indigo with a slightly worn look which adds texture and dimension.",5,1,4,General Petite,Tops,Knits
4491,4491,1038,44,Unique jeans,There were only 2 pairs left in my store and they had my size! they are super comfortable and easy to wear with anything on top because of the navy embroidery being such a classic color. i would definitely recommend. i may buy the floral embroidery ones too.,5,1,0,General,Bottoms,Jeans
3562,3562,433,47,Beautiful print,"I bought these shorts in my usual size small (4-6) 38"" around hips/butt. they are a little loose in the butt and hips but i like them that way, especially given the drapey fabric they're made out of. the print is gorgeous, especially at the waistband. you need a cropped top or you need to tuck in your shirt to show it off. the red is a true bright red but beautiful. the waistband has a functional drawstring. i suspect they will need careful washing and line drying. i would not put these in a dry",5,1,3,General,Bottoms,Shorts
11882,11882,829,59,,Beautiful colors. lovely style. feminine and has a nice flow. fiattering fit in back also. nice holiday blouse. really very pretty.,5,1,2,General,Tops,Blouses
21484,21484,861,35,Theres just something about this shirt!,I debated forever about ordering this and so glad i did! the colors are so pretty. i got the yellow and it's slightly sheer but ok w/ a nude bra. regarding fit- completely tts imo. i'm a 8/10 and 38 c and the med is perfect. i am so happy i did not size up.,5,1,0,General,Tops,Knits
22219,22219,1122,52,Cozy cape,I saw this initially in the store and thought it was nice but did not purchase because i thought the price was too high.  i saw it again and it was on sale but the store had sold out of my size.  i checked online and my size was available so i ordered.  i was afraid this cape would be to long and make me look frumpy but it wasn't and i didn't.  it looked great. i tie the belt a little higher than the model to make me look taller.   i can't wait to wear it on cool fall days.,5,1,0,General,Jackets,Outerwear
10109,10109,863,63,,"Adorable summer top. the geometrical shape makes this top interesting. it looks much better on then in the picture displayed. it's soft , flowing and covers all flaws. the gold color is beautiful and vibrant. i know i will purchase this in other colors. the long back really sets it off. if you are looking for comfort, don't hesitate, this top is perfect.",5,1,3,General,Tops,Knits
10740,10740,1067,41,Beautiful,"I love this jumpsuit. i've worn it twice and received many compliments both times. absolutely gorgeous. i couldn't be happier. 5'5"", 135, 34c-6.",5,1,2,General Petite,Bottoms,Pants
896,896,861,36,So cute,This is a perfect fit! i was worried that it would be too short and or boxy. i usually  wear an xs. i have a slightly longer waist though and often xs tops run short or they are overwhelming! this was perfect! it is roomy and long enough without swallowing my frame. it looks nice enough to dress up and wear out and about. great value at the sale price as well!! it is well made and doesn't just look like a run of the mill pullover.,5,1,0,General,Tops,Knits
10051,10051,1037,41,,,3,0,0,General,Bottoms,Jeans
6598,6598,1078,62,Adorable!,"This dress is loose, unique, and super cute! you'll get noticed in this dress! i ordered down a size.",5,1,0,General,Dresses,Dresses
11124,11124,906,42,Beautiful!,This is perfection in the color sky. get you one now. you will not regret it. it is super soft and flattering!,5,1,0,General Petite,Tops,Fine gauge
4238,4238,857,49,Comfy and warm,"I only gave this three stars due more to personal preference than to any real flaws with the product. it is very comfortable and for a jersey-style shirt quite warm. but that is one of my issues with the shirt. i wanted to wear it well into spring and i think it'll be just too warm. (i live in the northeast) i also felt that while it fit tts it had a more generous fit than what i expected, which was another negative for me. i wanted it to be more fitted to my body. however, i did keep it because",3,1,1,General,Tops,Knits
17611,17611,966,81,,"Unique vest: modern, chic. i especially like the color block one the collar part. i know it will become a staple in my working clothes, and i can also see it blend in to my weekend clothes. i don't think the back of this vest is of bad quality, like another reviewer said. overall it's a hight-quality piece.",5,1,1,General,Jackets,Jackets
20307,20307,1035,38,,"I liked the jeans, but exchanges them for ag's stevie ankle jeans due to the difference in length. i love pilcro, but these were just a bit too long on me.",4,1,0,General Petite,Bottoms,Jeans
6034,6034,1110,39,Runs big,"I bought my usual size medium and it's huge on me. if i sized down, my chubneck wouldn't be comfortable. the buttons are frustrating. the color, the pattten, the style are 100% gorgeous! i think i will belt mine",4,1,0,General Petite,Dresses,Dresses
7858,7858,1059,57,,"I bought these and returned them almost immediately. the material looks nice, but itchy and heavy. the fit is too small and just uncomfortable to wear.",1,0,2,General,Bottoms,Pants
11195,11195,864,44,Great summer top,"Lightweight and comfy fabric, very flattering on, except runs a bit big through the body. i normally wear a 12/14 and a l at most stores, but retailer seems to run large on me, so i needed to exchange this for a smaller size as the fabric width on the body was just too much.",4,1,8,General,Tops,Knits
21201,21201,820,41,Wanted to love it but way too short!!!,"I was so excited to receive this top!!! the material and design is gorgeous but it is way way way too short!!! i'm 5'7"" with an hourglass shape/average build and it barely hit the top of my pants! it otherwise fit true to size. so disappointed!!!! and for the price, it really should be cut better.",2,0,11,General,Tops,Blouses
14628,14628,1081,47,,"Very well made and would flatter the right body type. i sized up to a medium (normally size 6), but the front part where the wrap came together did not cover me. the only thing you could see was the grey liner. i'm not sure this one was not sewn incorrectly, or it ran terribly small. i have had success with bailey 44 in the past so maybe this one was just not for me. the quality of the fabric and design are well done.",4,1,0,General,Dresses,Dresses
10671,10671,1083,28,Great lbd!,"This is a very flattering dress that is perfect for those little black dress occasions. two other people in my family own this dress and love it, it's now my turn to add it to my collection. the dress is quite long for my 5""6"" frame, so i have reordered it in a petite size for a little better fit and length. the lace is very detailed and the nude slip underneath keeps the lace from being too revealing. very elegant, a little chanel like. and by the way, the belt is included, as another reviewer",5,1,0,General,Dresses,Dresses
7819,7819,872,47,Very pretty on,This shell can be worn casual or dressy depending on what it is paired with. enjoy!,4,1,0,General Petite,Tops,Knits
7412,7412,820,61,,"The fabric is a little stiff, the back looks unusually long compared to the front, and it fits tight across the chest. and i'm not busty so that's not a factor.",1,0,0,General Petite,Tops,Blouses
20725,20725,883,46,A bit too swingy,"I wanted to like this top, as the fabric was nice and thick, but found that it dipped too low beneath the armpits, which would be ok if your lats are in perfect shape, but i've always found that cut made mine look a bit saggy (and i'm not heavy). not great enough to keep in my opinion.",2,0,0,General,Tops,Knits
21455,21455,861,42,,"This t- shirt is adorable. i saw this in the catalog and ordered it immediately- despite the $50 price tag. cute with jeans, khakis, shorts, under a denim jacket, the options are endless. print is very cute but the sizing and quality left something to be desired. the material is extremely thin- it will be a matter of time before holes develop... no matter how careful you are. i ordered a large to be roomy and it was way too big.",4,1,0,General Petite,Tops,Knits
21264,21264,936,39,Unique collar,"The knit collar and the color and the drape is what makes this lilitz cardigan so wonderful and an excellent addition to my signature retailer sweater collection. as previous reviewers stated, the color is not orange but more of a marled rose yarn. the body of the sweater is lightweight, draped, stretchy and warm and the knit collar is much heavier. because of my body type (36ddd, heavy upper back, rounded shoulders) this cardigan doesn't look great on me when left open as the collar doesn't fall",5,1,0,General,Tops,Sweaters
11576,11576,824,25,Adorable take from the typical flannel!,Love this top b/c it's very feminine! got this at 20% off and it's very flattering!,5,1,2,General Petite,Tops,Blouses
15871,15871,1094,49,Pretty but...,"First of all, i've noticed that maeve is running big, i'm normally a size medium or 6 and two occasions now i've needed a size small and this is no different. of course i ordered the medium and would need to exchange it if i want it to fit better. it's loose allover. the only reason i'm not exchanging it is that the color washes my olive skin color. other than that it's a beautiful dress, it hist at the same spot on the leg as in the model's pictures. for reference, 5'9"", 36b, 29"", 38"".",4,1,0,General Petite,Dresses,Dresses
23198,23198,1087,36,Thinking of returning,"This dress has been one that i just adored online and in the store so i was happy when i bought it on sale. i have worn this dress one time, thinking that i would love it. the problem is that as i wore it, the dress continued to stretch out of shape and just did nothing for my curvy bottom half. the dress just looked pulled and stretched out of shape. i would say that it may be the yarn and that it has too much give or at least more give than i want.",3,0,1,General Petite,Dresses,Dresses
7674,7674,189,36,Comfortable and beautiful!,"My review is of the ""black motif"" (no longer listed online, but i saw a bunch in the clearance sock bin at the georgetown dc store, today, 12/27/2015).

i love beautiful and unique socks! so i thought i'd give these a chance. i like them so much that i bought 3 more pairs of the exact same sock now that they're on sale!

two things i noticed... the way the sock is knit, when you put it on, it no longer has a matte black look in the black areas. it is sort of a stretched, slightly two-tone look.",5,1,0,Initmates,Intimate,Legwear
15627,15627,1089,35,Not my favorite dress,"I saw this one for the first time today in-store and was not impressed. it is a lacey material with an under-layer, so with a different cut other than a swing dress i would have fallen in love and it would have been absolutely gorgeous. unfortunately, i did not like the swing dress cut, especially not in white. i wasn't sure if the designer was going for a throw back to the 70s or a shortened version of my grandmother's wedding gown, but either way it was not working for me. to be fair, swing dr",2,0,16,General,Dresses,Dresses
15808,15808,1084,35,Looks great off but not on,Loved the colors but the fit was less to be desired. very wide under arms & too much material. looks more like a maternity dress. i ordered a small petite & would have needed the xs but now it is no longer available. oh well. returning this.,1,0,1,General,Dresses,Dresses
17857,17857,975,35,,,5,1,0,General Petite,Jackets,Jackets
7088,7088,984,63,Great little jacket,"I have not written a review for an retailer item in a while. i have been shopping at retailer for over ten years. in the past two years the clothing i have purchased has been disappointing in style and quality. but not this little pilcro jacket. great quality, perfectly proportioned, great understated details. many thanks retailer for restoring my faith.",5,1,2,General Petite,Jackets,Jackets
19892,19892,1054,58,Tiny pant!,"I am a 4, so i ordered the s. slipped these pants on and i couldn't get them zipped up. i thought perhaps i ordered a 0, nope, a s. i'm not even sure a m would fit! these unfortunately are going back tomorrow. the material and color were beautiful (bronze), but the sizing is very strange!",4,1,0,General,Bottoms,Pants
2326,2326,1094,36,Makes you skinny,If you have an hourglass figure this dress accentuates your curves. i do need to wear a tank underneath as dress is low cut.,5,1,0,General,Dresses,Dresses
22553,22553,1098,51,Shapeless tent,I tried this on in the store and it was huge. i couldn't try on a smaller size because they only had a 2 and 4. i tried on my usual size 12. i don't think the embroidery is as pretty in person either. definitely not worth the price.,1,0,2,General,Dresses,Dresses
3179,3179,862,60,,"Great layering top! love the color- grey striped, matches almost anything. the sizing is perfect and the material is nice and think but not so chunky that it adds pounds to your frame. interesting detail with the snap neck looks sporty and jeeps it from being just another basic turtleneck.",4,1,0,General Petite,Tops,Knits
15544,15544,867,35,One of the best fits for an retailer shirt,"I love retailer clothes, but i've often ordered shirts in an xs that i really needed an xs petite in because of the length and fit through the bust, but they didn't have any petites in the size i needed. i'm at 5'1"", 114 pounds. i got this shirt in xs (not petite) and am thrilled with the fit. the material is formfitting enough to look like a petite, and it doesn't drop below my waist line. i'm thrilled with my purchase!",5,1,1,General Petite,Tops,Knits
11354,11354,1022,27,Love these pants,"I bought these about a month ago in the sky blue - gorgeous color! i was a little disappointed because they fit bigger than i normally wear my pants, but i decided to keep them anyway. they are the most comfortable pants i've ever worn - butter soft. i have dressed them up with a nice top and suede booties, and also worn casual with a baggy sweater and toms. i highly recommend these pants!",5,1,0,General,Bottoms,Jeans
5979,5979,873,51,Great too,This is a perfect casual too to pair with jns and shorts for spring!!,5,1,0,General,Tops,Knits
15839,15839,815,41,Complete all on it's own,"Cute, simple top that completes an outfit all on it's own. it is pricey but i finally took the plunge and bought it.",4,1,0,General,Tops,Blouses
13547,13547,1094,30,"Adorable, timeless, versatile",I was drawn to the green/blue color in store! it's so cute and comfortable. i'm usually a size 2/4 and needed the 2. the bodice is flattering and the length was perfect on me. i'm even 4 months pregnant with my 2nd baby and this will work with my growing belly for another month or so. it's got great stretch!,5,1,0,General Petite,Dresses,Dresses
10772,10772,209,25,Fun ;),"This little pantie is fun and playful. its a deep maroon color with small shimmering lace details. the back is sheer but the front is more filled in and opaque. the ribbons on the sides can actually be untied which is a big plus for me. i'm a small lass, but i have a big bum so i got a medium and it fits perfectly.",5,1,0,Initmates,Intimate,Intimates
