,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
16818,16818,834,57,Beautiful shirt,Fits true to size. very feminine. it's great with skinny jeans. not quite the length of tunic,4,1,0,General Petite,Tops,Blouses
8017,8017,1099,29,Perfect transition dress,"I love this dress! i was actually able to fit in a l versus my usual xl due to the style of the dress. a bigger chest person (i'm a d) may not find the dress as well fitting as i do. overall great fit can easily dress it warm with a scarf, boots, hat or best. a great dress for fall-spring",5,1,4,General Petite,Dresses,Dresses
1390,1390,1083,38,A poor quality dress,"For the price of this dress, i was expecting something decent. the style is cute, but nothing more. however, the type of the polyester that the dress is made of.... oh my. it is a thick unpleasant material, that will cling to a body when it is hot. i never came across an item at retailer that was made this cheaply.
the tag on the back was hanging at half and the button on the front was ready to come off before i even tried this dress on.
no need to say - it's going back asap.
you should not sel",2,0,4,General Petite,Dresses,Dresses
18043,18043,873,43,Love,"This is such a beautiful top, so flattering, soft and comfortable.  it is great as a layering piece.  the colors are vibrant.  the blue is a gorgeous blue, a deep cobalt blue.  i got one in every color.",5,1,0,General Petite,Tops,Knits
18974,18974,820,36,Gorgeous top despite some flaws,"I saw this top online, but i didn't fall in love with it until i tried it on in the store. the retailer salesperson told me that she owned this top and that she always received many compliments when wearing it, but she also warned me that the rhinestones on the sleeves were a problem as they kept getting snagged in the fabric on the body. i decided to purchase the top in the end because it is so beautiful and one of a kind, but i ended up removing all of the rhinestones on the sleeves and i haven'",5,1,1,General,Tops,Blouses
11711,11711,867,56,Cute print,"I bought this tee for the cute print. otherwise, this tee is nothing special. i usually wear an xs, but bought an xxs, based on how loose the tee looks on the model. it's pretty thin and more like a slub cotton. i think i will hand wash it, just in case.",4,1,2,General,Tops,Knits
1791,1791,825,43,Fun & flirty take on preppy look,"I bought the grey and white plaid shirt in a large. i'm 165, 36d and the top closes without gaping - even when i push my shoulders back. it's kind of sheer, so will wear a cami underneath. the waist nips in right where it should - giving a trim silhouette. adorable and fun top, without being cutesy. love tylho tops!",5,1,1,General Petite,Tops,Blouses
5683,5683,1078,41,Odd fit,"I was excited to receive this dress because it seemed like a beautiful, breezy dress for summer. unfortunately i didn't find the fit to be very flattering. as two other reviewers mentioned there is too much fabric creating an odd bunching especially at the back waistline. i also found the dress to be a little tight across the bustline, upper arms and shoulders. the bunching can be improved by pulling the fabric of the dress forward in the front but this creates more of a plunging neckline than i",3,0,6,General,Dresses,Dresses
10981,10981,1092,41,Comfortable and fun!,When i saw this i had to have it! i was pleasantly surprised that i was actually able to go down a size (normally a l for the bust) but was able to get into the medium with some room across the chest. it drapes nicely and the inner liner is not tight but flows along with the dress. so many compliments each time i wear it!,5,1,0,General Petite,Dresses,Dresses
21576,21576,1083,50,,"I really love this dress but i am still struggling with keeping it or not. i have an hour glass figure with a somewhat fullish behind :). it is tight around that area which i think it is meant to be but i am not sure how comfortable i am with that. i wasn't sure about the belt but it really works. i am 5""3 and weigh 118. i did have to size up from 2p to 4 p for it not to feel too tight in all areas.",4,1,4,General,Dresses,Dresses
2589,2589,1110,35,,"Yes! yes! yes! 
i buy a lot of dresses from retailer, and about once a year i hit the jackpot with a dress that hits all the marks! this dress is it!

i bought the white linen version on a whim. i never buy white dress because, 1. i don't want to look bigger than my pear shape already is, and 2. i like red wine and i that's risky in a white dress! 

i don't know how this designer did it, but this dress is amazing! it's slimming and flattering and summery and current. and i am two sizes bigger",5,1,6,General Petite,Dresses,Dresses
9535,9535,862,49,A little see through,"I do like this top. i bought the cream color and it is flattering, but it is a little shear. i need to wear a cami underneath it. it also seems to be a little on the large side.",3,1,0,General Petite,Tops,Knits
2220,2220,872,59,Comfort,Extremely comfortable t. fits tts. bought in black & teal. can be dressed up with a scarf or worn with just jewelry. fairly lightweight so probably not a good choice for cold winter months. great price too!,4,1,0,General,Tops,Knits
20702,20702,862,52,Great for casual work wardrobe,"I work with children and have a casual dress environment, this top gives me much needed style to my work wardrobe.",5,1,0,General Petite,Tops,Knits
17471,17471,941,40,Cozy sweater,"I absolutely love cozy sweaters and this is my new fave. i love that it ties and it feels elegant. so much fun with jeans and one of my fun tees underneath. or with a skirt, boots and hat. love it. i wear it as i'm sipping my tea in front of my fire place writing my book. yes i'm writing a book. its a cozy writing a book sweater-that is it!! its perfect for that. on my white sheep skin cozy rug and my animal print chairs. i'm in heaven sipping my coffee in my cozy room with my cozy sweater.",5,1,1,General Petite,Tops,Sweaters
17286,17286,1095,60,Beautiful dress,This dress looks amazing on. it fits your body like a glove and the zipper lies flat. the black out-lined neckline looks very sophisticated as does the pattern of the dress. my only issue is that the dress ran very small.,5,1,23,General,Dresses,Dresses
20348,20348,1078,23,Love this dress,"This dress is gorgeous. flattering, comfortable, and machine washable!

for reference i am 5'5 145lbs, 38-30-40 and 34dd. i got the medium and it fits great! only flaw is that the armholes are a little large, but not enough that my bra shows so i am okay with it.",5,1,4,General,Dresses,Dresses
19737,19737,269,60,So very odd,"The fit on this is so strange. the middle string is definitely too long and the thin halter top offers hardly any lift. the print is lovely and the quality nice for the price. the cups are padded, which is nice i suppose, but would barely cover anything bigger than a c cup i'm guessing. i'm a 32dd, size 8 in pants, and size 4/6 in dresses and i ordered a medium. i also have a long torso, which probably didn't help.",1,0,1,Initmates,Intimate,Swim
18271,18271,1053,44,,,5,1,0,General,Bottoms,Pants
1768,1768,825,35,Not for my body type,"Love this button down, but i couldn't make it work. i'm 5'4"", 32b, and usually buy tops in a regular xs or s. i bought this top in a small and it was loose fitting which i liked, but too long for me causing the pleats to flare out more than i liked. the shirt is also pretty sheer, wear a skin colored bra unless you want it noticed. the material was soft and looked like good quality.",4,1,0,General Petite,Tops,Blouses
11293,11293,829,32,Perfect fall tunic!,"This tunic is perfection! this tunic will be perfect with jeans or leggings and can be dressed up or be worn casual. it does run big. i am normally a medium/large in shirts and took a medium with room to spare. i probably could have worn a small too, but smalls tend to be tight on my shoulders. this is a must buy!",5,1,4,General,Tops,Blouses
19277,19277,868,36,Comfy and pretty,I bought this in red and wear it a lot. it is so soft and comfortable! i love all the fabric and the design. the longer sleeve length is amazing! it is a perfect tee! you can tell from the pics there's a lot a fabric and it's supposed to be loose and drape like that. it fits like in the pics and is true to size. wear a tank underneath in case there's a strong wind.,5,1,0,General,Tops,Knits
20060,20060,1081,60,Seriously?,"I am a sucker for a peasant dress. i love anything i can toss with a pair flats and head out the door, but this dress is ridiculous. i look like a schoolmarm. the white bib collar takes this dress into costume territory. i love one september and have many items from the brand that i wear regularly, so i'm bummed that this wasn't what i expected. i knew it would have flow, but it's more billowy than i wanted. stay away unless you want to look like a little girl on the first day of school.",2,0,5,General Petite,Dresses,Dresses
18510,18510,936,72,"Boxy, navy color looks darker than pictured","I tried this sweater on in the store. i love the design and was hoping it would look as good on me as it does on the model. first off i should point out that the navy color in the featured photo looks much lighter than the sweater does in person. some of the photos accurately represent how dark the blue is (it almost looks black) but the featured photo shows it more like a medium navy. secondly, anyone looking to purchase should know it is very warm. if you are buying to wear mostly indoors you",3,0,15,General,Tops,Sweaters
21569,21569,864,67,Perfection,"I loved this top . it is exactly what i wanted,",5,1,2,General,Tops,Knits
13003,13003,1078,33,Different and fun,"I really liked this dress online and i loved it in person. the print is different, the waist is synched, skirt is full. has a very feminine shape. definitely a special piece. runs large. i'm usually a 6 in dresses and an 8 in skirts. i'm 5-5"" 136#s, 34c and then 6 was noticeably too big. size 4 fit perfect (and i'm no size 4). no sleeves will make if easy to add a denim jacket or a cardigan. it hits approx 3-4"" above the knees, but has a conservative high neckline and back is covered. good quali",5,1,1,General,Dresses,Dresses
2062,2062,896,39,,"Love this sweater! the abstract floral design adds an understated romantic touch, the red is a beautiful rich red, and the cotton is super soft and comfy. i've tried it on with pencil skirts and jeans, and it looks great with both. i'm considering buying it in the off white too, but it does have some cons. one is the waist band hits me where it does on the model and if you look closely you can see where the sweater poof out over the band a bit--it does that on me too, unless i turn the band up t",5,1,6,General,Tops,Fine gauge
15537,15537,829,72,Essential feminine white blouse,"I love a crisp white poplin blouse and this top is perfect in that role. i am between a small and medium in retailer tops. because this top looked a little bell in the model photos, i decided to order a 6. it was a bit snug across the chest. for reference, i am a 34c. i returned it for the 8 and it fit perfect. i'm not sure why this top was offered during the winter because it will likely hang in my closet until april. highly recommend this blouse for summer.",5,1,2,General,Tops,Blouses
19264,19264,862,28,Beyond basic,"Love, love, love this top. i want to wear it every day! not only is it striped, which is super chic, but also, the peplum hits lower so it really accentuates your waistline (in a good way!). plus, its soft, like so many wonderul bordeaux tops are. i wish they had this is solid colors because i'd buy them all. for reference, i bounce between an xs and s at retailer, more along the lines of s...and i got the xs in this and it still has room (5'7, 135 lbs, 34a/b chest).",5,1,6,General Petite,Tops,Knits
18881,18881,1086,26,Awesome casual dress,"I loved this dress immediately. it is soft to the touch and super comfortable. i will be wearing this so much this summer! the arms are true to size and the body is flowy and roomy, but it is still flattering! highly recommend!",5,1,1,General,Dresses,Dresses
23030,23030,867,36,So versatile!,"I absolutely love this cardigan! it is so soft and goes with anything. it can be dressed up or down. it is definitely my new ""go to"" for airplane travels. highly recommend!!",5,1,1,General,Tops,Knits
12086,12086,1095,35,Beautiful but won't work for me,"This dress is beautiful. the fabric is light weight but textured and interesting, and the purple is gorgeous. the soft pink was a bit more orange than i expected, but not a deal breaker. the problem i had with the dress was fit around the arms. i sized up and was glad that i did because it runs small up top, but because the straps come in a bit around the arm holes, it creates armpit fat, which is not a problem i usually have. i could wear the dress with a sweater, but you wouldn't be able to se",3,0,0,General,Dresses,Dresses
10677,10677,1078,29,Adorable!,"I was looking for the perfect july 4th weekend dress, with enough room to be comfy (and eat!) while also being chic and feeling cute.

i got countless compliments on this dress.. the design is adorable, and the fit is really flattering. i'm 5'4"" and i weigh about 128 - i normally would have worn a small, but i had to spring for the petite xs. the design is a bit big and billowy, and anything else would have swallowed me up.

overall, great purchase. i am in love! :)",5,1,0,General Petite,Dresses,Dresses
5076,5076,875,41,Embroidered sienna top,Love this shirt! looks perfect with a pair of jeans! makes the outfit with out any effort!!!!,5,1,0,General,Tops,Knits
16709,16709,868,26,Super compfy,"This top is my go-to running errands top on the weekends, its super comfy and not to warm to wear throughout all the seasons. runs true to size and i get a bunch of compliments on the quality!",5,1,0,General,Tops,Knits
11890,11890,872,39,Nice colors,"I had a hard time deciding to order red or turquoise, as both colors are really nice in person. the black, of course, is a classic. another reviewer found the top to be small, but i found it to be a little big on me in my usual size. not too bad, but a little bigger than expected.

teh neck part is effortless as there is stiching to help the colw effect stay in place. the fabric is thin though, so may show things (thinking bra ripples, and perhaps some other ripples in front tummmy). keeping it",5,1,4,General,Tops,Knits
1622,1622,1059,44,Love these pants!,"These pants are fantastic! the pattern alone is to die for, but they also have just the right amount of stretch for the perfect fit! i received so many compliments when i wore them i felt like a rock star!",5,1,0,General,Bottoms,Pants
21182,21182,870,61,"Great shirt, poor initial impression","I do love this shirt, but when it arrived, it had makeup around the collar, apparently from someone else who had tried it on. i was able to clean it up with just soap and water so no big problem, but it did make for a poor first impression!",5,1,0,General Petite,Tops,Knits
22051,22051,862,48,Versatile piece,"This cute top is made in the usa- yay! it is a flattering cut and looks great under jackets. i prefer the ivory color and feel of the fabric. the black and white was cute, but hung strangely and felt stiff. i am size sm/med, 34c and went with the small. cowl is cozy and can be styled to keep you warm.",5,1,0,General,Tops,Knits
16926,16926,1095,27,Simple and stylish,"Definitely a great silhouette. overall, it's just a really classic look that can hang around in your closet for years before it looks dated. that said, it runs small. i often have difficulty with clothing like this since i'm a 4-6 on the top and a 10-12 on the bottom (5'7"" --- 35"" 28"" 41""!!!). my booty is definitely pushing some limits in this dress, but it does fit wearing a 6. shapewear to the rescue. conversely, my shoulders are petite, so the shoulders are a bit large. try this dress on in m",4,1,2,General,Dresses,Dresses
10616,10616,1068,42,Exactly what i was looking for!,These pants are so comfy and perfectly casual without being sloppy. they're the perfect summer pants.,5,1,0,General Petite,Bottoms,Pants
13450,13450,1099,64,Prettier in person!,I love this dress! i was worried it would swallow my petite frame but it is flowy yet flattering. i have worn it to several different occasions. it looks great with tights and boots and just flats. the lace detailing makes it unique.,5,1,0,General Petite,Dresses,Dresses
15677,15677,895,45,Very flattering!,"I bought this is a size small, i'm 5'8"" 140 and the fit it perfect. it is a very pretty red and looks very cute on. i'm very happy i bought it but i did buy it on sale otherwise i may have hesitated because of the price.",5,1,1,General,Tops,Fine gauge
12915,12915,941,52,Versitile tank,"Bought pink and cream colors on sale. arm holes on my usual size medium were large so bought smalls and like them a lot. i'm 5'9"" and longer front and back worked well. fabric weave nice weight and good for summer or cooler with sweater or jacket over it.",4,1,0,General,Tops,Sweaters
17741,17741,1110,57,Many compliments about this dress!,"This is a great dress that looks better in reality than it shows on the website. the style is very flattering, fitting snug at the waist with just the right amount of flare. i am 132 pounds, 34dd and i bought a size 8 and it fit great. the material is soft and flowing and the cut was true to size for me. the first time i wore it a woman walked across the restaurant to tell me how much she loved my dress. this one is a keeper.",5,1,1,General,Dresses,Dresses
3538,3538,869,39,,"I think this top looks lovely; however, it does not fit my body shape. i am an hourglass shape. the shirt clung tightly to my chest and didn't drape nicely around my waist/hips like on the model. i think top could look great on someone who has a lean, square, or athletic build.

also, this top definitely runs large. according to the retailer size chart, i should be between a small and a medium for my waist and hip measurements, but this top was much too large overall in a small and still",4,1,0,General Petite,Tops,Knits
2037,2037,815,60,,"I thought the quality of the fabric was good and liked the idea of wearing it, either with opening in front or back. it was a little larger then i was expecting and i wish it had a closure, (hook and eye or snap) at the top. it has three places in the back to tie together and when i tied them in a bow they came loose easily. overall glad i bought it.",3,1,0,General Petite,Tops,Blouses
18041,18041,504,46,Ruffled daisy sleep top,The floral print and colors are so pretty for summer that it's tempting to layer this over a seamless tank and wear it out!,5,1,0,Initmates,Intimate,Sleep
21222,21222,854,55,Buy one size up!,"Love this shirt, bought this shirt, returning this shirt. believe this and the other reviewers who say it runs small, especially through the bust, and even if you're not busty. it's now sold out in my size, wish i'd gotten a bigger size that i could keep!",4,1,0,General Petite,Tops,Knits
23374,23374,1110,66,Wonky fitted top,"I love the material & flow of the bottom half of this dress, it fits like a charm.  for reference i am a 34-29-38/39, the size 6 was spot on. that being said, i was a little disappointed by the top portion of the dress; the dolman sleeve seems odd & the faux wrap is gaping & doesn't seem to clip in the right spot, sloppy, not like on the model. the dress would be perfect as a full sleeve & a little snugger of a wrap. i could alter the top, but the material just wouldn't lay right to the waist.",4,1,0,General Petite,Dresses,Dresses
15532,15532,482,24,Not so great,"Material is thin, with a fleece like feeling on the inside. hard to describe but almost feels like a really thin north face material. the cut on the sides of chest area is super awkward, shows way too much, would never be appropriate to wear a regular bra underneath.",2,0,3,Initmates,Intimate,Lounge
6938,6938,1084,33,Unflattering,I was so excited to get this dress since it look so pretty on line but unfortunately the it was horrendous on. the model must have the dress tailored because it looks like a huge tent on me. it was very wide bust down and made me look 30 lbs heavier. i'm 5'4 and 125 lbs- ordered extra small and it fits bust up and arms so i say it's tts up top.,1,0,10,General Petite,Dresses,Dresses
2322,2322,992,43,"Too small, too complicated","I agree with the other reviewer who said there was too much hardware and such. this really does have a lot going on. i usually wear a 4 in skirts, and based on reviews, went up one size. it still saw way up near my chest - i think even an 8 would be too small! it's sooooo tiny at the waist. probably buy 2 sizes, 2 and 3 sizes up from your own. also, the skirt flares super wide at the sides, it doesn't sit the way in the photo or maybe the model is holding it down with her hand. it's like a skirt",1,0,0,General,Bottoms,Skirts
12796,12796,828,51,A nice twist on a classic,"I love the cut of this shirt! interesting back, and it hangs nicely.....surprisingly flattering! i'm usually a small and needed the xs in this shirt, fyi. very soft, and overall just very pleased with this purchase! i bought it in the denim as well!",5,1,0,General,Tops,Blouses
7421,7421,1086,27,Beautiful and unique,"I fell in love with dress immediately! it runs small, but is very flattering, even if you have a little you want to hide. i went up 1 size. so comfy and beautiful! love!!",5,1,2,General,Dresses,Dresses
6765,6765,1033,57,Great fitting jeans,"I love these jeans. the wash is nice enough for work. they fit well around the waist and have just the right mid-rise height, to make them stylish- not mom jeans at all. i am a pilcro convert. very comfortable too.",5,1,0,General Petite,Bottoms,Jeans
19506,19506,992,44,Circa 1970 peasant style skirt,"I just revieved this skirt and like it a lot. they did not have my size in petite so i ordered the regular length . it is very long. i am 5'4 1/2 and tried it with 4 inch heels and still had about 2 inches dragging on the floor and will need to be hemmed. in this picture, the stitching around the flowers appear white but it is actuallly a shiny, delicate gold thread in person. hopefulluy it will not fray with wear. i initially got a white top to go with it and it works, but i think a red or navy",4,1,7,General Petite,Bottoms,Skirts
21291,21291,903,25,Work of art,The colors of this top are even better in person. the blue is easy to pair with denim and there is no need to accessorize -- the print does all the talking! it is a bit wide on the bottom and the print material is pretty thin. it definitely looks like something not everyone else has - worth the splurge.,5,1,15,General,Tops,Fine gauge
14409,14409,1078,31,We need more vintage retailer style.,"The print on this dress harkens to the old days of retailer. if you miss the fun prints and whimsical styles, playful textures, and conversational pieces - this dress is for you! at 5'7"", 34c, 27-28 waist, i bought the size 4. runs tts. site claims it's a fit and flare but i think it's more of a sheath cut. the thicker canvas like material has stretch but gives good form. i wear mine as a jumper/pinafore with a white shirt sleeve blouse. my only complaint is that - as a dress - the arm holes are a",4,1,3,General Petite,Dresses,Dresses
13505,13505,1092,33,The details...,"This is a great dress that i was eyeing for some time. i bought it after new year's with the 40% off discount. unfortunately the dress arrived with a defect so i have to have it fixed.

the quality of the dress is amazing. the details are truly unique. one could tell that the dress is very well made. however, it does run large. i bought the xs and feel that i could have downsized at least one to two sizes! it's very comfortable and it could be dressed up or down.

overall, im happy with the purc",4,1,0,General Petite,Dresses,Dresses
21898,21898,829,65,,"This shirt spoke to me, as soon as i entered the store! i love the colorful plaid, the flattering cut, and the light, airy material. at very least, i think this will be a three-season go to!",5,1,1,General,Tops,Blouses
10392,10392,1033,57,Black pilcor pants,"These are called jeans but they aren't exactly jean material. they are black with a nice stretch to the fabric. a bit tighter on the thighs than the flare jeans but the stretch to the fabric makes it work. i like these very much, a very slimming effect. mid rise- which looks very chic.highly recommend!",5,1,1,General,Bottoms,Jeans
20840,20840,1110,30,Fabulous material....,"I ordered this dress in a petite but it arrived in a regular, the rest fit and in the meantime the petites ran out in my size.  the dress is too long but it is so beautiful i will get it shortened.  the fabric is lovely.  i am blonde and the green is so nice with my hair... which is a good thing since the other colour was totally sold out.  try not to miss out on this lovely purchase.....",5,1,0,General,Dresses,Dresses
14337,14337,817,45,Disappointing blouse,"I was intrigued by the pattern of this blouse (the purple version) but the design is terrible for me. it's boxy, i didn't like the fabric, and the arm ruffles are bizarre. it's going back tomorrow.",1,0,4,General Petite,Tops,Blouses
7888,7888,877,36,Gorgeous,"Great fit with tight pants, beautiful flower design that goes with everything. favorite tshirt",4,1,0,General Petite,Tops,Knits
6405,6405,676,33,Adorable and unique,A scandalous mini skirt that isn't a skirt! beautiful pattern. does run a little big.,4,1,0,General,Bottoms,Shorts
3625,3625,835,64,,"This just arrived and it looks exactly like the photo. very well made, crisp and lovely. not see thru at all which is a plus. a bit overpriced but going to keep it.",4,1,11,General,Tops,Blouses
597,597,820,24,"Very cute, snug fit","Very cute flowy fit. i am generally a size small, 32-d chest. because the material has no give it fits perfectly (just barely) if it was any smaller or i was any larger it would be too small. very cute design.",4,1,0,General,Tops,Blouses
1480,1480,1066,26,Loved these!,"I tried these in store, didn't have much hope as flare usually looks terrible on me (small waist and athletic, fuller legs). but surprisingly these work great. they seem to very good quality and the flare is super cute and on trend. i do think they run a little small. i am almost always a 2/26, but i took these in a 4. they didn't have a 2 in store for me to compare but i think they would have been too tight. highly recommend!",5,1,1,General,Bottoms,Pants
8012,8012,1099,26,"Flattering, vintage feel","Love this dress! it is very flattering and makes my waist look tiny. i don't care for the hem. it isn't terrible, but i wish it was cut straight across instead of curved at the bottom. i'll probably have it altered. comfortable, great for the office.",4,1,1,General Petite,Dresses,Dresses
8564,8564,828,39,Must have item for summer,"Hi there, 
if you are looking for a shirt you can wear all summer long; this is it! soft, a little darker than shown in the picture (which i like better), and super comfortable. it also keeps me cool in these hot june temperatures. a great blouse to throw on with shorts or white jeans, and it can easily be dressed up for casual fridays at work. it is definitely oversized, but no more so than all clothes these days. i stuck with a size small and usually wear a size 4/6 in tops. so, if you are ti",5,1,3,General,Tops,Blouses
14825,14825,1103,41,"Gorgeous, gorgeous, gorgeous","The photo does not do this dress justice at all. it's a light lavender and extremely flattering. i'm athletic so have broader shoulders and hips, and this is an amazing fit for me. also, the front has a small button to make it more modest, which is closed in the photo of the model, but if you leave it open, va-va-va-voom! so, to summarize: beautiful spring lavender, fabulously feminine fit. get it!",5,1,7,General,Dresses,Dresses
16208,16208,815,27,,I love this top! i typically wear a size small and this is very true to size. it's loose fitting but does not make you look large. the pattern on the material is also fun without being too busy. perfect for fall!,5,1,1,General,Tops,Blouses
7231,7231,183,35,"Beautiful, but narrow","I really like the look of these socks, and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing, because they certainly do stay put-which is a huge problem with over-the-knee socks. however, by the end of the day i was pretty sure i was going to lose a leg from poor circulation.

i am still",3,0,15,Initmates,Intimate,Legwear
18936,18936,1049,35,Gorgeous,This was an impulse purchase for me. a year ago i would have never considered a jumpsuit but they are growing on me. i had yet to find one that fit without too much need for tailoring. this one did the trick! i like that the cut is in such a way that you can wear a normal bra underneath it without it showing. the fabric itself is very lightweight so i would recommend a bra for some support. i like that the fabric is incredibly lightweight so you can wear it on a hot summer day. the jumpsuit is l,5,1,11,General,Bottoms,Pants
12446,12446,936,42,,"I bought the ivory sweater. lovely color and softness. the zipper is a great, unique feature that i love. the bottom has a wavy shape with extra fabric - definitely creates a bell shape.",4,1,0,General Petite,Tops,Sweaters
201,201,895,36,,,5,1,0,General,Tops,Fine gauge
4300,4300,1078,62,Bought every color,"The price is amazing for this easy and flattering dress. looks great as is or with a scarf, sweater, jacket, you name it! i just couldn't resist getting carried away with this one..",5,1,0,General,Dresses,Dresses
1282,1282,868,38,Comfortable style,Like the extra details on the neck and back - and it's versatile to wear everywhere,4,1,3,General,Tops,Knits
20439,20439,461,36,Perfect summer coverup,"I have to be honest, i wear this away from the pool more than to the pool. it is extremely lightweight and comfortable, making it the perfect loungewear to tackle this california heat, and the style is fabulous- love the hassles and beads on the ties.",5,1,0,Initmates,Intimate,Swim
4709,4709,836,38,Loving it,Adorable peplum top! colors are much more rich in person. saw it in the store and stalked it online until it went on sale. beautiful material and craftsmanship. i thought it ran on the large side though wish it was a touch longer but not enough to not purchase. highly recommend....great piece to dress up or down and easily add layers for fall.,5,1,1,General Petite,Tops,Blouses
19982,19982,873,45,Unique top,"I love, love, love this top! the cutout pattern in front is such a unique look and is a great way to add some fun to your usual t-shirt and jeans look. it's well made and the fit is great. i got it in petite s which worked great length-wise.",5,1,3,General,Tops,Knits
775,775,1110,35,Armholes huge,"This didn't work for me. im normally a m (8/10). got this in xs. that was the correct size for me, i believe. however, the armholes were huge. husband said the top of the dress looked like the autobots symbol from transformers and he wanted me to keep it. but, i sent it back.",2,0,0,General Petite,Dresses,Dresses
20475,20475,1059,53,,Awesome flares and very flattering! a wardrobe staple!,5,1,0,General,Bottoms,Pants
16727,16727,910,46,Mumsy,"It's thin knit with a unique and pretty neckline, but unfortunately it's scratchy will not last. i just received it and it looks like it would fall apart after a few wears. it's a nice shade of offwhite at least. for me it's a no that will get sent back straight away.",2,0,4,General,Tops,Fine gauge
20246,20246,985,59,Love,"I'm usually a small or medium in retailer tops, however, jackets i tend to wear a small......liking a more fitted look. this jacket i also purchased a small, but there is plenty of room, so might have even worn an xs. anyway, the material is great, is well made, wonderful pocketsi, super comfy, but maybe a little too warm for summer nights. i cuffed up the sleeves......had no issue with the length. i'm 5'6"", 36c and i couldn't be happier with this purchase. happy mother's day to me!",5,1,9,General Petite,Jackets,Jackets
19441,19441,873,21,,,5,1,0,General,Tops,Knits
12898,12898,941,25,Perfect fall top!,I just ordered this top and i love it! it is a perfect top for fall days with a cute leather jacket.,5,1,0,General,Tops,Sweaters
9392,9392,868,66,Is this top for 2 people?,While i love the green color and the soft waffle knit of this top it was so wide i could have fit two of me standing side by side into it!  i mean it was truly laughable!  don't know what the manufacturer was thinking but this one needs to go back to the drawing board.,3,0,0,General,Tops,Knits
1664,1664,1020,56,Fits like a glove,"This skirt is a rare find. slimming, flowing, and best of all, it finally sits on my waist and not on my hips, while hugging the hips in all the right places for the streamlined and sexy look. the fabric is substantial, yet soft, so no weird sticking out sides. the color is delicious very pale-tea-rose, better in person that the picture here, and is fresh for summer. nice length for office. easy to pair with either fitting or loose top/s and jackets. i also got a distressed denim pilcro west to",5,1,5,General,Bottoms,Skirts
3566,3566,1077,38,Great color and design!,This is a beautiful dress! i bought the red color in petite and love it. i know i will wear it a lot and the style is really easy to wear. i feel amazing in it even tho my post baby body isn't what it was.,4,1,2,General,Dresses,Dresses
14348,14348,1086,36,"Comfy, cute and... sexy?!","I bought this dress because it looked sooo comfy. and it is! the fabric feels nice and it fits loose without feeling like a burlap sack. it's perfect for running around town for errands. i actually didn't think my boyfriend would like it because he generally likes more form-fitting pieces (yes, big surprise) but he actually commented out of the blue that it's really sexy. comfy *and* sexy?! score!",4,1,10,General,Dresses,Dresses
19879,19879,868,67,,,5,1,0,General,Tops,Knits
3336,3336,872,56,,"This top is made from a thick, sweatshirt-type fabric, making it a nice choice for transitional weather. the details are quite unusual and lovely. i just got it and i've already worn it twice.",4,1,0,General Petite,Tops,Knits
7350,7350,874,56,,"This top is adorable, but is shorter than the 27 inches they say. i bought an xxs and mine measures 22 inches in the front and 19 inches in the back. still cute if u don't mind shorter tops..",4,1,7,General,Tops,Knits
10556,10556,254,32,This product fits well,"I love this top! it's so hard for me to find conservative, comfortable and yet not mom-isn swimsuits. this top is amazing. it's comfortable and soft and great quality. i'm excited to use this suit this season!",5,1,1,Initmates,Intimate,Swim
19086,19086,1094,24,A bit more fabric than expected,"Overall, the dress is beautiful, easy, and great quality. but the bottom part has more fabric than it appears in the photo, if that makes sense. it's not poofy or super-layered, but i had to pinch fabric on a part of the dress in order for it to have that more straight/shift shape that you see online here. besides that bottom part, the fit is true to size. but as a petit, the extra fabric isn't what i'm looking for.
i think it works depending on what you're looking for. beautiful though!",3,1,1,General,Dresses,Dresses
21385,21385,1126,62,Wonderful and unique!,"If you are like i am and love coats that stand out......this is for you. there are many +++++++++'s first being the quality, embellishment like this coat has can easily go crafty and this coat does not, also the bead work and trim is sewn beautifully with no loose threads visible to me. it is hard to see the bead work but it pops just right, colors are wonderful and fit is tts. it also,looks great belted and much nicer in person.....",5,1,0,General,Jackets,Outerwear
22247,22247,957,48,Gorgeous and warm,"This is so much nicer in person! wore this out today...now that it isn't too too cold. fashionable and warm. love the clasp. quite genius! i am a 36c and while i'd normally take a small, got this in medium and it fits perfectly. i'd say this piece runs slightly small for retailer.",5,1,1,General Petite,Jackets,Jackets
3243,3243,1035,61,Summer jeans,Fit great and cute. cannot wait for summer to wear with sandals.,5,1,3,General,Bottoms,Jeans
10011,10011,1110,39,Beautiful!,"Just as the others have reviewed, i agree! this dress is flowy and so feminine. i got it today and i am wearing it now! so light! i usually wear a large or a 12 in dresses. i am pear shaped. 36b bust and large hips. it is flattering and feels great on. the slip underneath fits perfect on me. grab this before it becomes iso!",5,1,3,General,Dresses,Dresses
21332,21332,865,55,Pretty top,This top would have been better if it had a stretchy  fabric. being large breasted makes this top a little tight. still so pretty so i'm keeping it. makes me look a little less chesty.,5,1,1,General Petite,Tops,Knits
